,gabore,lpips,ssim,hog,lbp,sobel,result
0,19348.26439388981,-0.10303252,0.8177349068718173,8.884566,0.02764491711118541,5384.874,6.35082512768998
1,15391.592339473544,-0.12389838,0.8651599122905295,11.110254,0.19778931500885516,5165.2173,5.531261500382425
2,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
3,16838.200207275106,-0.095395796,0.9047813646374686,5.829096,0.023927221449499166,4573.84,4.228222401137757
4,9000.430866929935,-0.07170968,0.9061734151813949,8.237745,0.18465364053617078,3625.318,3.765513103477355
5,3941.4094797458965,-0.042521782,0.9393536165160086,7.1116767,0.14635729363575142,3224.9456,1.077199027605487
6,16067.941929645604,-0.098268695,0.8721264555310859,6.667997,0.02837879620640338,10764.283,1.7248665754307655
7,21143.55046024779,-0.091029815,0.8875591734145298,8.156427,0.031734194859285025,5310.0264,5.114867046837766
8,13301.55159093882,-0.09934286,0.728873671034728,6.1391697,0.021807697764225555,3535.7566,4.717071019589547
9,9442.01841071248,-0.1704213,0.8068102574901096,7.4936504,0.051238877351362545,3810.4177,0.0
10,0.0,-0.0,1.0,0.0,0.0,0.0,0.601904718535867
11,12173.483126219828,-0.033924777,0.9746222959692341,3.610455,0.024613613944324438,1336.7283,2.5503741042729846
12,5498.093034730526,-0.11069915,0.8618318558029484,6.3407755,0.16182908133417293,2121.446,1.8571292778533568
13,5295.2888044526335,-0.09437769,0.8719465886670378,5.6360793,0.06247923923438185,3482.8755,2.1022749221523123
14,15693.505374564324,-0.07951689,0.9155917715316148,9.121069,0.011657475174442423,6475.7324,0.351018002153916
15,12183.939413441345,-0.05135464,0.9752645369631269,4.4811983,0.023099800939935626,1704.8744,3.430499336080321
16,30170.76893144613,-0.23093805,0.5403326855821492,12.369709,0.031866460338768166,7777.5034,5.837823027495705
17,22834.88486761693,-0.30660635,0.6579081443894457,11.940284,0.06167280895636445,8503.511,5.683589078029477
18,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
19,26263.185154605657,-0.22943404,0.7177883053182682,11.290242,0.04510352476917185,7449.4624,5.392043167794694
20,17766.926074412884,-0.27883828,0.6531525816888654,11.83126,0.07826247041406514,8534.99,5.045613860742019
21,3211.2595175066963,-0.112316646,0.8887082054619323,4.6724124,0.057652369765355885,2777.6013,1.299211912348718
22,5649.624659615336,-0.045649618,0.9516749296949302,6.6465783,0.011870023757648476,4270.4136,1.134142270061076
23,20992.431573189562,-0.15212217,0.8207004832020881,11.347589,0.026882530795713584,6138.3735,3.0500054385945994
24,4110.376889623003,-0.040710222,0.8375704955228852,5.275172,0.02757733911253636,3745.5803,1.7988097265062166
25,6816.437976988265,-0.079555385,0.8955668512291299,6.196462,0.11464480535677259,2966.9937,1.950063201585256
26,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
27,7040.617163161049,-0.028194223,0.9783619178886912,4.256538,0.036581297549880466,1202.483,2.49733533863271
28,4362.338899804978,-0.051363446,0.9172857424867827,5.6443834,0.11859057038961408,1920.5751,0.6081550673889082
29,4584.801889539231,-0.050661646,0.9255145712278968,5.12282,0.06783709944011412,2458.644,1.0842334741960902
30,2269.919705558801,-0.01349165,0.9820566056122457,4.826487,0.010029447790271477,1721.363,0.1369650887275608
31,5811.950867742533,-0.027028164,0.9783845680382827,5.3033934,0.034309969967708326,1569.1011,2.1312238523520763
32,13465.055647251196,-0.1841738,0.7646455676106377,10.545288,0.03221955367657529,7708.4556,5.1316290272632585
33,13534.990839665756,-0.26668698,0.8229372602966945,12.6481,0.22784718129147544,10512.775,3.193305073048641
34,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
35,3613.0137752231676,-0.038478836,0.9828802416563613,6.885588,0.024249859794722647,2544.06,0.804440901658066
36,5997.031410527881,-0.20666598,0.8349057546073434,10.755779,0.28992679940751864,8022.3735,2.937364288316373
37,2014.773678015219,-0.111698166,0.9131254943191808,8.351395,0.1442729019941713,3770.9688,0.8871801961420378
38,1239.566611650167,-0.009781382,0.987013661219418,4.3682537,0.013778357010763501,913.1473,0.1715461315532693
39,8934.708339081844,-0.07360358,0.9491437307725187,8.313499,0.012219803803702113,6207.8716,2.196488643907802
40,23710.57612815313,-0.2330324,0.6691867307591636,8.235672,0.026944807313738488,19653.318,11.20783389126195
41,19568.378062107135,-0.25582698,0.7345679645600605,8.867574,0.1133569065773905,21814.965,9.78856525331555
42,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
43,17666.31576025067,-0.16418213,0.8574362811778814,7.3199763,0.029390372155533938,15060.162,6.110441047606207
44,19058.808601917233,-0.22760005,0.7628182913302418,7.7725573,0.1483606103871209,19754.059,11.18902910205105
45,8829.35815007938,-0.09907016,0.8818303340013706,6.218143,0.08724988711875281,11942.278,2.6055088321741264
46,13121.196882472374,-0.08536332,0.9165494608385961,7.467159,0.0185670725057124,11058.906,3.4888693832621147
47,15812.852703780867,-0.15842974,0.8339069204570689,7.711461,0.024440980615288828,15263.4795,8.028012574905302
48,29424.737007434014,-0.22911248,0.6612222049866446,10.592725,0.04132995616735669,6438.318,6.121131213097212
49,14720.077065554215,-0.19884342,0.7998896473890972,9.223096,0.05491384005884804,6165.753,3.701440549025053
50,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
51,20965.373179321177,-0.150425,0.8709729750307517,9.137032,0.03432845030775019,4870.3687,3.2333099227993944
52,17702.749207399786,-0.23992056,0.7769897235606015,9.322337,0.05800875460697728,5638.6987,4.4030661372445685
53,5251.355445532361,-0.13970293,0.8801889093029125,6.247321,0.05312984581192197,4405.1377,2.440425000574709
54,4567.958311523078,-0.14041258,0.8766481202693227,11.54624,0.02208294211721874,9231.85,0.0683848134561189
55,36697.83947471692,-0.24696591,0.8097694219119046,11.432253,0.04506897683097772,6416.9414,5.332341858097909
56,12085.826662788866,-0.18739392,0.7470381713060058,11.475973,0.03132026054971416,21205.838,8.15131579669281
57,14925.335737971356,-0.29799068,0.800756700183746,15.291303,0.40865719972816655,27632.828,5.957993714328943
58,0.0,-0.0,1.0,0.0,0.0,0.0,0.0596657666114346
59,2699.885822824901,-0.036771383,0.9788488865618561,8.250928,0.019924560037522628,10186.165,1.190695993713936
60,8248.656881378032,-0.25147972,0.834008504509128,12.672209,0.4013997781706241,26045.832,6.823035997267424
61,611.4901178125292,-0.11885423,0.9276198059245971,8.505518,0.21886509356572784,8704.909,1.397877567755998
62,1096.8544604384806,-0.011820203,0.983361369422275,6.0018816,0.015188605071118756,4455.8945,0.0
63,3268.7184536303394,-0.0723872,0.9517155184419129,9.986009,0.02267330263737961,17273.617,3.45466257449585
64,4665.018731860677,-0.11618349,0.8450096404847676,8.955784,0.03999364416841983,10140.776,5.70994991561969
65,4508.045233835699,-0.21468103,0.8730043145276604,12.614516,0.289362653307726,11519.069,5.486476493839433
66,0.0,-0.0,1.0,0.0,0.0,0.0,1.8100119618610964
67,2363.637441490544,-0.03973269,0.9274139597711861,9.789936,0.02026792274837186,11939.48,0.5151846839634677
68,1292.664864470018,-0.13034984,0.9055277187949703,8.703355,0.24662720011592812,10012.364,3.3675844800951977
69,299.82044029491954,-0.058229215,0.9410641942574062,6.6225157,0.12571644727834408,7785.559,2.72645409655603
70,3636.4781699222513,-0.15630889,0.885369304452528,17.445833,0.0360187586250672,16810.71,0.0
71,3636.4781699222513,-0.029161658,0.9874144517668899,6.737349,0.01252721491201134,4909.705,3.748223276542661
72,5605.035994075704,-0.08438211,0.8197882249354403,9.349914,0.015523686368125171,4433.841,3.989758843675768
73,4126.81308950833,-0.182805,0.8924817733944491,12.751461,0.23394861377903384,3353.8574,2.932464133728089
74,0.0,-0.0,1.0,0.0,0.0,0.0,0.7334571279881759
75,4217.685590325622,-0.023845363,0.9905583604409317,4.12848,0.017662363070161693,1204.7867,1.5627565240564425
76,916.6157445835415,-0.17498417,0.9056516353319467,9.32301,0.26260419155087567,2514.121,0.9868468732341028
77,1954.0892974638846,-0.09052946,0.9332812702260265,6.8451934,0.10541799215765381,2252.9438,1.5274972628891064
78,1164.9956901345868,-0.025395947,0.9755323043332865,7.0738535,0.009187083612789734,2399.945,0.0
79,4070.4526163837872,-0.026913702,0.9879140363703692,5.19384,0.010670727683483589,1566.9934,2.2849602633242587
80,32028.87202329049,-0.32900995,0.5517903358407201,16.259083,0.04055119008235844,12697.815,7.836980991367106
81,19620.633434453048,-0.31039852,0.7061205845555905,16.104269,0.13654274681148573,12106.854,5.472357217006953
82,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
83,10690.424053435214,-0.09597073,0.9056272622274909,10.323131,0.021746210329905785,6981.584,0.5107733416524722
84,14821.906871969812,-0.3109018,0.724932619433425,14.93027,0.11690195780262187,11997.427,3.159853808384889
85,2642.117166365497,-0.13625035,0.8644697655574453,11.601205,0.08039161042498276,6108.211,0.8455446389500182
86,16084.726854151115,-0.11599843,0.8886910066158286,8.812326,0.02110232602729123,7218.1187,1.0889875181038264
87,19011.107508829795,-0.2228693,0.7978415292183861,14.439704,0.029387088796630163,10100.672,3.949955070867885
88,13493.77832787158,-0.13230768,0.6821005503013907,11.551656,0.011710760253928964,5004.6045,4.445645612240339
89,8215.769544932758,-0.17707992,0.8259842766563136,12.2384405,0.23238102569957586,3837.3948,4.212366829905289
90,0.0,-0.0,1.0,0.0,0.0,0.0,0.6162571920094679
91,7901.602653497364,-0.043206904,0.9586426577347648,7.5457687,0.022622481205924343,2983.191,1.728760667248164
92,5271.581796672894,-0.14898755,0.8410496037441183,11.001951,0.22450049083123466,5069.6855,4.177799910880257
93,2249.259998450987,-0.071155205,0.9168392044838383,8.982985,0.1464456681928693,1504.9536,1.3911737736701388
94,1477.407182963565,-0.0077746916,0.9826564761521697,5.248665,0.010998083818766874,1582.6162,0.0
95,7451.32322864444,-0.036940873,0.9594436918347697,7.7646723,0.011547728168884787,2614.9521,1.9631517383316768
96,12299.66904070694,-0.106469095,0.717564713799212,6.177559,0.0203464494861079,4543.5728,3.322353586851136
97,8753.424731279258,-0.1532115,0.8168800028180315,6.7945814,0.08347593030569686,4940.642,0.9169990127170852
98,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
99,12919.963401284534,-0.03573585,0.9765262129959155,3.528951,0.020498534783330875,1461.7344,2.5483912239162736
100,6302.627390750218,-0.12839928,0.8521654759901445,5.607491,0.13787090319874173,3140.7659,0.8380262822866693
101,4721.460064670537,-0.11305876,0.8632345984176166,4.9979897,0.056673734951761076,5014.092,0.8994459467564249
102,10383.264262522105,-0.033833593,0.9698739362860779,4.2299676,0.013264039753662837,2485.0332,1.7798749481269769
103,10717.331739729969,-0.06320439,0.9771750960968685,4.324872,0.026367346445240324,2376.2073,2.3343041705878496
104,26482.591533089755,-0.35563725,0.5906561534703343,16.324333,0.061182017070224054,9466.858,6.957785667407406
105,6245.522984936833,-0.22146736,0.8200846425795869,11.170447,0.09311804764673044,6687.125,2.5296199500114485
106,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
107,3357.363851781469,-0.06792066,0.9396233161638703,7.479819,0.024761822601139086,5031.145,0.3137459398474416
108,699.0657321480103,-0.19457498,0.8770784283411558,8.926022,0.13415925989311117,5587.822,1.301686038054437
109,1341.18162443256,-0.094787896,0.9183883307533275,4.708777,0.10277527214494814,2816.06,0.2946927756808577
110,9589.402145755244,-0.12833948,0.8897020100347155,11.889779,0.02495658800797593,6586.773,2.6812218265057446
111,18384.559851485537,-0.25369394,0.8059207930058396,16.418102,0.059322168662558086,7786.956,4.551528715368926
112,31762.733113177354,-0.312096,0.5866699710264277,15.5675535,0.03202674066390079,12606.179,7.416233088991889
113,31312.65886455262,-0.32288554,0.6521335738597362,17.13516,0.24849744578111155,12552.414,6.424120698538141
114,0.0,-0.0,1.0,0.0,0.0,0.0,0.3223829130584361
115,11530.88312079385,-0.1460888,0.8375523415307521,11.619316,0.02865974312523922,9150.161,1.2183790056478925
116,27734.026045038132,-0.3062656,0.6702098648823016,15.761954,0.24397901622134807,12344.666,6.622043367318295
117,6908.43992392486,-0.15104055,0.8397552193709995,12.25042,0.10305763088716788,8746.384,1.2689925490360183
118,4324.133712494746,-0.03042863,0.9545423187582113,6.8252444,0.010480089131694698,3956.221,0.0
119,29021.275539172348,-0.3026575,0.69265500310443,14.580295,0.02366025686785845,13114.57,3.453030365953199
120,27972.212825787487,-0.37219587,0.5192694967386391,15.660001,0.04139750811225969,9581.972,9.714359384571072
121,23486.448252272792,-0.38142124,0.6373379761188621,14.90373,0.07976762539319585,11216.285,6.235903899947903
122,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
123,12084.99933465966,-0.14879744,0.8604314234957354,13.122474,0.019291623709907512,6721.032,2.34073656792494
124,16824.53910311102,-0.3267626,0.668290962923909,15.014933,0.0870963045116201,10119.469,5.776057222404176
125,5617.970601976616,-0.14958185,0.84129900971484,12.358393,0.06588992475961199,6743.7676,1.8621093245019276
126,12078.102457269328,-0.15640327,0.8671053004383031,12.373944,0.020114765206582667,6612.703,3.4206366329996447
127,21153.798514615744,-0.26875052,0.7106818548276257,16.00966,0.03958045764461605,9761.406,5.341649466453634
128,18161.21496308921,-0.11932959,0.715764491767021,5.4616423,0.02840670201704665,3599.8015,4.223450451738686
129,8109.824955805438,-0.13803428,0.7618849998259108,5.8987713,0.039037505736581136,4316.542,0.0
130,0.0,-0.0,1.0,0.0,0.0,0.0,1.635954779447884
131,17754.884143228643,-0.064476684,0.9470296500358139,4.1017666,0.03373575056565871,1390.9233,3.244339353462681
132,6703.675723535242,-0.102917045,0.8562552772239038,3.6869934,0.05906336071633582,2037.8567,2.43998117653207
133,7270.180933753261,-0.1061858,0.8526333581629455,4.2474875,0.04112671951892098,3661.4758,1.7739259507483165
134,17617.16744482331,-0.08307668,0.8858450216725561,7.7174735,0.014070622429619374,5749.743,2.214031760798135
135,18096.23315713578,-0.09539321,0.9563364958573121,5.41141,0.03388432541016578,1730.6874,3.7086599498319774
136,26094.625209115213,-0.20984758,0.7024453910570347,12.298137,0.029083436082735427,7450.2246,6.77264197408075
137,16802.031081045512,-0.24437688,0.8282401674505792,12.131379,0.0918690595482318,6624.637,2.894900393978401
138,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
139,11380.92406661273,-0.06591949,0.8638703663001209,7.542438,0.023117896338911457,5281.6577,1.4871440734809005
140,7005.914972116705,-0.19151764,0.8490973570802983,9.98701,0.14765466822932477,5911.5474,2.3967325661831222
141,4532.880992210703,-0.099352546,0.926572804801706,6.1841965,0.08078579365073169,2455.4827,1.432310182140562
142,11525.328628235264,-0.10159802,0.911529675381992,11.31062,0.013368319060534551,7772.459,0.4939788289509608
143,19571.847905212315,-0.13939828,0.905726343961871,11.540581,0.019863802285051472,6043.216,3.0254169489226315
144,27646.089118410135,-0.345109,0.6435136367343538,12.421754,0.04474048006240741,23784.383,10.651492992868835
145,24166.784226818476,-0.37860867,0.7649038247719612,12.986971,0.19013461932628387,25368.578,7.916701905337151
146,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
147,7713.0514736631885,-0.05515824,0.9527661998465521,7.810076,0.015248146160149903,11651.041,0.3549882252853482
148,6535.894425527891,-0.28477135,0.8561422157135011,10.514898,0.20936003620571822,17158.951,2.99921334836593
149,1638.2222591566388,-0.12571295,0.9304477610968366,5.0101027,0.10980822335917072,5747.307,0.4071877192441437
150,11122.812173395185,-0.12235088,0.9143234173249128,9.858105,0.01670164033553742,21102.22,3.3439449738677727
151,13606.929626725847,-0.17996278,0.8983113047759727,10.5622225,0.022854173187144014,21696.244,5.615117890758714
152,25313.926732696593,-0.28484404,0.6603229108537837,11.378638,0.028614270751365377,11405.439,7.7938848123922515
153,18427.115277402336,-0.30398783,0.7889115304068491,10.876743,0.1364405396284288,10188.727,5.767636061967423
154,0.0,-0.0,1.0,0.0,0.0,0.0,0.0
155,11590.803032651776,-0.05093401,0.9373959687765244,7.789429,0.01583915500078317,4938.0625,0.8299742278642703
156,5469.874089980265,-0.2547059,0.8409520150983143,9.61793,0.20046785479512128,9607.165,2.9179557302980954
157,2002.1535167996772,-0.12043227,0.9167682145855979,4.655031,0.1246131688199281,2511.0227,1.1033387121775566
158,4883.708464012714,-0.043334868,0.9609450852629378,6.4605193,0.008140041974536692,4349.51,2.1384440916332528
